uid,category,rate_useful,rate_fans,rate_review,stars,review_count,price,label
qN1mi5x69G0HKhKeW8YfdQ,american (traditional),1.5,1.5,1.5,1.5,8,2.125,0
XMeic7iXsrXTRelVZJbbaQ,coffee & tea,3.5,3.5,3.5,3.5,2,1.5,0
inm9Y_8eXWKPOGeYtAsaEw,bars,5.0,5.0,5.0,5.0,1,2.0,1
iqFQNdyYjxZoLAWWdSjLeA,chinese,3.5,3.5,3.5,3.5,2,2.0,0
2dMs6y6LcAwyO0qAmcj-Gg,desserts,3.0,3.0,3.0,3.0,1,2.0,0
Rs0zxfBmRSGXZF0HSUzZpA,breakfast & brunch,5.0,5.0,5.0,5.0,1,2.0,0
J7DWyXBpABLO198OsMGnuA,japanese,3.25,3.25,3.25,3.25,4,2.0,1
4cmetdQspb3LNS_ETKHixA,sushi bars,1.0,1.0,1.0,1.0,1,2.0,0
8wnkQbL7hHJvEckbqy5vCg,bars,5.0,5.0,5.0,5.0,1,2.0,1
moCCDZDa289oYWVQHfokuQ,mexican,3.0,3.0,3.0,3.0,3,1.3333333333333333,1
uCH2Q0R6xmNUor8jw_RgjA,seafood,4.0,4.0,4.0,4.0,1,2.0,0
ECI2cEbhfAH3kCGS6nQ7tQ,desserts,3.5,3.5,3.5,3.5,4,2.0,0
RxfUi_vvhn2QZvCOTJxZ6g,american (new),3.0,3.0,3.0,3.0,3,2.3333333333333335,1
7piiVN8qR-AYJBwcPEoFZg,asian fusion,2.0,2.0,2.0,2.0,1,2.0,0
0dbot119cYaJoZWRzpW6Sw,donuts,1.0,1.0,1.0,1.0,1,1.0,0
HKkjRr54mqohea5V1eBh2Q,coffee & tea,4.5,4.5,4.5,4.5,2,1.5,1
BOiJyCsY0ZIgQ7QBxyxPpg,vegetarian,5.0,5.0,5.0,5.0,1,2.0,0
e7bAdgm4d_rSKSDQ6PlYng,bars,2.0,2.0,2.0,2.0,2,2.0,0
SxlTZv9yxWXH8WxH6S_UyA,bars,5.0,5.0,5.0,5.0,1,2.0,0
TrmXAX3ZgDdpi2ZBJCA8Qg,chinese,4.6,4.6,4.6,4.6,5,1.6,0
bkEIG0-__ra99HiiVUMfKQ,specialty food,2.0,2.0,2.0,2.0,1,2.0,0
gZ7DAkCo1FnI61F2LdUzjw,bars,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,3,2.0,1
mN-CAuZT25I0iiXE2bztIg,bars,5.0,5.0,5.0,5.0,2,2.5,0
6OTCxq9JQDRNwakXI9k3HQ,thai,3.6,3.6,3.6,3.6,5,2.0,0
wYOn895PkntKq0MhROLMwQ,bars,3.75,3.75,3.75,3.75,4,2.0,0
mZ7EhJtdHXDVn69MiugoZA,breweries,3.0,3.0,3.0,3.0,2,2.0,0
-GW1dIx3-Z9NTS9KFMiV6Q,bars,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3,2.0,1
FY__5kxd-tZN3kBeoAg9FA,indian,5.0,5.0,5.0,5.0,1,2.0,1
QMCl1piAhwlDDeRNbebQOQ,bars,4.0,4.0,4.0,4.0,2,2.5,0
3XppHZiPG7hekyxAKZ30pg,grocery,5.0,5.0,5.0,5.0,1,2.0,0
ddrgSxl8E0PfcfXYViscQA,american (traditional),2.0,2.0,2.0,2.0,1,3.0,1
qKA6IFsG0_o-6tXcrAuDnQ,hawaiian,5.0,5.0,5.0,5.0,1,1.0,0
v7jnPnZGfYaJHq7KSNcU3A,french,4.0,4.0,4.0,4.0,3,2.6666666666666665,0
5tJJTRPZ4M6xI6Rj5u8okw,breakfast & brunch,5.0,5.0,5.0,5.0,1,2.0,0
VYYlbSAZfqYwSslQpOlJAA,canadian (new),4.0,4.0,4.0,4.0,3,3.0,1
RiKKNA9JdRHk5cunJwoBWQ,bars,2.5,2.5,2.5,2.5,2,2.5,1
LzLbEYz8sXVAokZvvleldA,american (new),4.0,4.0,4.0,4.0,7,2.0,1
CD6e8PwA6JQCpbVlb6aNVQ,american (new),3.0,3.0,3.0,3.0,4,2.0,0
Zc5jN0v_j-5SNezDh6HQ2w,burgers,3.0,3.0,3.0,3.0,2,2.0,0
KAaVPwnpsog7JZTbMV4dxQ,asian fusion,4.0,4.0,4.0,4.0,2,2.5,0
06wsjUYFFTvCKhOtRuTCsw,american (traditional),2.0,2.0,2.0,2.0,1,2.0,1
mqM_aK6qRG5PVsjSVvrq-Q,italian,5.0,5.0,5.0,5.0,1,2.0,0
bLG1j0EYfmuERO9wn1co3A,coffee & tea,4.0,4.0,4.0,4.0,5,1.2,0
IXZQt9xWyd0Vz1t6zL38gg,thai,2.8,2.8,2.8,2.8,5,2.0,0
ZbzJusR2EutgaI0cXizmRA,chinese,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,7,1.7142857142857142,1
1MPRHxuB6n_mwyW2vkZyGg,asian fusion,4.0,4.0,4.0,4.0,2,2.5,0
Aui0gEJY4Bl3zDyLU737MA,bars,3.0,3.0,3.0,3.0,2,2.0,1
Z2B2_iccRpjgW2xiKf6DYA,chinese,3.0,3.0,3.0,3.0,2,2.0,0
UEbJH45gh-1H6Qj4bbYzjA,caterers,3.0,3.0,3.0,3.0,1,3.0,0
YSd3vbsGUM_CXlb7mXRB-Q,nightlife,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3,3.0,0
ZPAxaOwvrUwgDee5cVngSg,american (new),5.0,5.0,5.0,5.0,2,1.0,0
vZEY5WEJ9sRxTGhm97132A,vegan,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3,2.0,1
lGhtC6yJlzfDUe4wjZ6ArA,vietnamese,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3,1.6666666666666667,1
jMFBNaDGtfigT6Zj__CBRA,noodles,4.0,4.0,4.0,4.0,1,1.0,0
v_19QZ5KqVvcQJ5nenv4Rw,pizza,4.5,4.5,4.5,4.5,2,1.5,1
0UvKcmWxo7UcZGFLkEifqg,mexican,1.0,1.0,1.0,1.0,1,1.0,1
c2PG0rInuy62KD_38hxbeg,bars,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3,2.0,1
zwD1BFShlC56NRRS1kYfNg,tapas/small plates,5.0,5.0,5.0,5.0,1,2.0,0
yJLVKaiW1fxE6PIEsF-gqA,american (traditional),2.5,2.5,2.5,2.5,2,1.5,0
Ht2mGMdRnuSDY0hGhMJG6g,piano bars,5.0,5.0,5.0,5.0,1,2.0,0
hQJFRFLsY986A3NG1lN5fg,american (traditional),3.0,3.0,3.0,3.0,2,1.5,0
bsrMsXwSq6ie3e1BKhf_Ig,vietnamese,2.0,2.0,2.0,2.0,1,1.0,0
zsGPYdIBGh_eDydiqlb96w,bars,5.0,5.0,5.0,5.0,1,2.0,0
Xmbg0lUpmxKFiB0teo94EQ,breakfast & brunch,3.5,3.5,3.5,3.5,2,2.0,0
mAjBx0Em6GMv1I4PWPI79A,bars,3.7142857142857144,3.7142857142857144,3.7142857142857144,3.7142857142857144,7,2.142857142857143,1
0Sr43culju_EFIs57_TTAw,sandwiches,1.0,1.0,1.0,1.0,2,1.0,0
MCeK96FU-cqnUa1MIdSEeA,bakeries,3.5,3.5,3.5,3.5,2,1.5,0
34ZhkyMw5PtudyjGJ_qsYg,bakeries,4.0,4.0,4.0,4.0,1,2.0,1
qM5-LTDO8ceGzYAtZWyufA,mexican,5.0,5.0,5.0,5.0,1,1.0,0
Bz7hqACLFRWrWdZ50Pi0Mg,bars,1.0,1.0,1.0,1.0,1,2.0,0
Ml5GegooGdq7onuR0tsxNw,sandwiches,3.2,3.2,3.2,3.2,5,2.0,1
eWn75mdfOk4W3ZLhGwVMIw,sandwiches,3.0,3.0,3.0,3.0,2,2.0,0
UoMJvpkta8PUqaNNsnUUPA,american (new),3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3,3.0,1
G5zyXOBSxcsF5PIvasEn7A,bakeries,5.0,5.0,5.0,5.0,1,1.0,0
2ztbIfFVdz4jzGOxVx8Ljw,tapas bars,5.0,5.0,5.0,5.0,1,3.0,1
-nUDZeUCpcYVOIuz1k1fXw,specialty food,2.0,2.0,2.0,2.0,1,2.0,0
4SpvUkhmmb_KXUnQhxT_Fg,desserts,5.0,5.0,5.0,5.0,1,3.0,0
ryo3O00jOJy-qj3hfckiNQ,bagels,3.0,3.0,3.0,3.0,3,1.6666666666666667,0
yImmuShk2kT7mSx8bHcuMw,bars,1.0,1.0,1.0,1.0,1,1.0,1
rE6UaZNG-uCZgs2ewaPwbw,bars,3.5,3.5,3.5,3.5,2,2.0,0
kKehIxIMqPNe1qRv0eLfrg,breakfast & brunch,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3,1.6666666666666667,0
olnTacPoKxP_uFRS-__4bQ,bars,3.0,3.0,3.0,3.0,2,2.0,1
P5zo78XMAvQrJys4b5N5PA,french,5.0,5.0,5.0,5.0,2,4.0,0
9EuLoPSzNn9DHJ1hspwq_A,seafood,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3,3.3333333333333335,1
afnlix3b9FMcEaBGpVxthA,breakfast & brunch,3.5,3.5,3.5,3.5,4,1.5,0
59AFSXUHvFf3O21WKq4kOw,middle eastern,5.0,5.0,5.0,5.0,2,1.5,0
PV5YGvYv9nPiJtF0OIQX3g,bars,5.0,5.0,5.0,5.0,1,3.0,1
sheCjIhxLfrMTHOe95eZpQ,mexican,4.0,4.0,4.0,4.0,4,1.25,0
nKSOA-Rzba88207xTx0DSA,mexican,4.0,4.0,4.0,4.0,3,1.3333333333333333,0
0Jaoa389D45lS6Je9-NrDg,chicken wings,1.0,1.0,1.0,1.0,4,1.25,0
HTC0PeQ-pDEY7eyVRVuWwg,american (new),4.0,4.0,4.0,4.0,2,3.0,0
aeKobdzjVtTqQD-Rdwq9yA,breakfast & brunch,4.0,4.0,3.5,4.5,4,1.75,1
OwqjG8L5iQSsrkvkjr_Kgw,nightlife,3.5,3.5,3.5,3.5,4,2.25,1
e5sdXDOkCf0sIUAivXVluA,bars,2.5,2.5,2.5,2.5,2,2.0,1
r5U818WD5wxA8t0p83wdvQ,diners,4.0,4.0,4.0,4.0,2,1.0,0
hit4XWqxlgZuKBIofIb8oA,japanese,4.0,4.0,4.0,4.0,2,2.0,0
E2W5F2KztsJwpy2F8YsC3Q,coffee & tea,5.0,5.0,5.0,5.0,1,1.0,0
NBdP9OeBLhZN-ODirj6Czw,american (new),2.5,2.5,2.5,2.5,2,2.5,1
Ohc-ce3Xx9B8TffYrNV9-w,sandwiches,4.5,4.5,4.5,4.5,4,1.5,1
03THd5cez9JbDbKXt6PY0g,breakfast & brunch,4.0,4.0,4.0,4.0,2,1.5,0
45r-JWrONMA8EcvYN9sOmQ,japanese,3.0,3.0,3.0,3.0,9,1.7777777777777777,0
MlWUkX5daPyJdhriX3MsJA,french,4.0,4.0,4.0,4.0,4,2.5,0
-ZvqMU6dZ5rO9GJiXwVhjQ,bars,5.0,5.0,5.0,5.0,1,2.0,1
M4tENbg6oHnNOZWHipRgfQ,american (new),3.8,3.8,3.8,3.8,5,2.2,1
4XuZQ3U6drCRsvjfGzngBw,tapas/small plates,5.0,5.0,5.0,5.0,1,2.0,0
FSEeKO-M7dtHpUNmi2EMAQ,bars,5.0,5.0,5.0,5.0,1,2.0,0
qIzhhn2DGXJZKzq5W0WsFw,chinese,4.5,4.5,4.5,4.5,2,2.0,1
pxeFMx_dFmkqtmOCOD5FJA,american (new),4.0,4.0,4.0,4.0,2,2.0,1
rTdMxqh_VMEz0oubWl3ZGA,american (traditional),5.0,5.0,5.0,5.0,1,2.0,0
P5ltGUQMnL8Qbgpf3OY5OA,american (traditional),5.0,5.0,5.0,5.0,1,1.0,0
A-WkOA-CUMAeqlGVFOrGNA,seafood,5.0,5.0,5.0,5.0,1,2.0,0
PXJX-KJUscbhUhY2UBjn0w,chinese,5.0,5.0,5.0,5.0,1,2.0,0
8y461A3YuJLWeGyFVtiTjQ,bakeries,4.0,4.0,4.0,4.0,1,1.0,0
RB_uDMhe6kIfR2QoDwOv9Q,italian,4.0,4.0,4.0,4.0,2,2.0,0
